fecha,provincia,capital,latitud,longitud,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,ALLSKY_SFC_SW_DWN
20241203,El Collao,Ilave,-16.0833,-69.6667,8.18,11.88,4.51,1.46,73.22,2.8,25.68
20241204,El Collao,Ilave,-16.0833,-69.6667,9.94,15.36,6.81,0.03,67.76,3.03,26.21
20241205,El Collao,Ilave,-16.0833,-69.6667,11.32,15.74,8.15,0.21,66.48,2.57,23.1
20241206,El Collao,Ilave,-16.0833,-69.6667,12.32,16.59,8.63,0.03,64.57,3.1,25.71
20241207,El Collao,Ilave,-16.0833,-69.6667,10.25,13.39,7.59,0.02,78.07,4.77,21.61
20241208,El Collao,Ilave,-16.0833,-69.6667,11.0,15.92,7.5,2.23,75.06,6.08,23.3
20241209,El Collao,Ilave,-16.0833,-69.6667,11.85,17.02,7.89,0.4,66.93,4.2,25.16
20241210,El Collao,Ilave,-16.0833,-69.6667,11.64,15.52,8.42,0.13,69.31,5.14,26.92
20241211,El Collao,Ilave,-16.0833,-69.6667,11.69,17.29,7.71,0.0,65.11,5.05,26.72
20241212,El Collao,Ilave,-16.0833,-69.6667,12.1,17.66,7.84,0.11,65.48,4.53,19.28
20241213,El Collao,Ilave,-16.0833,-69.6667,11.68,17.15,7.85,0.75,64.88,2.87,24.47
20241214,El Collao,Ilave,-16.0833,-69.6667,12.54,17.76,8.28,0.22,60.51,4.18,28.4
20241215,El Collao,Ilave,-16.0833,-69.6667,10.54,15.88,5.44,0.0,74.81,5.07,25.26
20241216,El Collao,Ilave,-16.0833,-69.6667,10.67,15.28,7.09,0.0,70.16,5.17,26.58
20241217,El Collao,Ilave,-16.0833,-69.6667,10.99,16.18,6.64,0.59,70.4,6.19,27.96
20241218,El Collao,Ilave,-16.0833,-69.6667,10.47,16.07,4.55,0.05,72.11,4.53,21.46
20241219,El Collao,Ilave,-16.0833,-69.6667,9.74,16.12,3.42,0.67,71.6,3.2,22.92
20241220,El Collao,Ilave,-16.0833,-69.6667,10.63,16.24,3.94,2.44,66.88,3.28,24.93
20241221,El Collao,Ilave,-16.0833,-69.6667,11.32,14.94,7.74,5.08,68.09,2.83,25.95
20241222,El Collao,Ilave,-16.0833,-69.6667,9.91,12.25,6.3,2.29,78.43,3.57,20.6
20241223,El Collao,Ilave,-16.0833,-69.6667,11.81,16.91,7.89,0.02,67.39,3.25,26.45
20241224,El Collao,Ilave,-16.0833,-69.6667,12.89,19.35,7.19,0.01,50.03,3.79,33.34
20241225,El Collao,Ilave,-16.0833,-69.6667,9.84,12.87,8.26,0.2,72.55,4.3,31.82
20241226,El Collao,Ilave,-16.0833,-69.6667,11.78,18.05,7.19,0.0,61.7,3.59,29.88
20241227,El Collao,Ilave,-16.0833,-69.6667,11.77,17.89,7.46,0.51,61.37,4.07,30.43
20241228,El Collao,Ilave,-16.0833,-69.6667,11.37,16.66,7.58,0.34,64.3,4.62,25.87
20241229,El Collao,Ilave,-16.0833,-69.6667,10.65,16.34,6.69,0.4,67.9,5.28,25.38
20241230,El Collao,Ilave,-16.0833,-69.6667,10.74,16.36,7.3,0.5,68.26,5.08,29.78
20241231,El Collao,Ilave,-16.0833,-69.6667,11.36,17.27,6.69,0.01,64.35,5.13,28.35
20250101,El Collao,Ilave,-16.0833,-69.6667,11.68,16.93,8.1,0.04,64.01,4.95,19.41
20250102,El Collao,Ilave,-16.0833,-69.6667,10.87,15.75,7.56,1.3,70.17,6.5,22.82
20250103,El Collao,Ilave,-16.0833,-69.6667,10.82,16.25,7.36,4.31,69.73,6.19,14.78
20250104,El Collao,Ilave,-16.0833,-69.6667,9.42,12.06,6.92,10.49,81.54,2.65,11.75
20250105,El Collao,Ilave,-16.0833,-69.6667,8.16,13.0,3.37,8.98,81.07,3.11,13.11
20250106,El Collao,Ilave,-16.0833,-69.6667,9.93,14.75,7.36,4.49,78.11,4.87,16.02
20250107,El Collao,Ilave,-16.0833,-69.6667,10.67,16.54,6.09,3.43,73.67,3.13,19.09
20250108,El Collao,Ilave,-16.0833,-69.6667,8.5,14.95,4.15,4.1,75.05,3.5,13.84
20250109,El Collao,Ilave,-16.0833,-69.6667,9.54,15.34,6.27,14.15,70.04,3.19,15.4
20250110,El Collao,Ilave,-16.0833,-69.6667,9.13,13.71,5.2,2.53,72.69,4.68,17.28
20250111,El Collao,Ilave,-16.0833,-69.6667,9.9,13.68,5.13,5.4,78.41,3.5,21.35
20250112,El Collao,Ilave,-16.0833,-69.6667,7.73,11.84,4.38,8.3,78.65,2.8,21.67
20250113,El Collao,Ilave,-16.0833,-69.6667,11.41,17.33,5.75,0.5,47.58,2.17,32.25
20250114,El Collao,Ilave,-16.0833,-69.6667,11.03,17.27,4.32,0.61,42.11,2.72,31.92
20250115,El Collao,Ilave,-16.0833,-69.6667,11.28,17.35,5.71,0.86,48.19,3.19,31.26
20250116,El Collao,Ilave,-16.0833,-69.6667,8.2,10.77,6.3,1.69,79.37,4.65,25.03
20250117,El Collao,Ilave,-16.0833,-69.6667,8.97,14.75,4.37,1.43,72.1,5.94,21.28
20250118,El Collao,Ilave,-16.0833,-69.6667,8.14,12.1,5.69,4.54,76.93,4.68,17.72
20250119,El Collao,Ilave,-16.0833,-69.6667,9.27,13.63,5.81,3.18,74.14,4.9,14.67
20250120,El Collao,Ilave,-16.0833,-69.6667,8.91,13.05,6.03,4.9,76.23,5.13,13.9
20250121,El Collao,Ilave,-16.0833,-69.6667,10.26,15.72,5.56,3.12,71.68,4.33,22.45
20250122,El Collao,Ilave,-16.0833,-69.6667,10.48,14.84,7.35,5.07,74.91,5.62,16.54
20250123,El Collao,Ilave,-16.0833,-69.6667,9.31,12.36,6.4,21.15,79.59,5.5,14.85
20250124,El Collao,Ilave,-16.0833,-69.6667,10.31,15.08,6.19,4.24,76.56,5.34,23.68
20250125,El Collao,Ilave,-16.0833,-69.6667,10.23,13.99,6.87,3.61,75.51,6.23,23.85
20250126,El Collao,Ilave,-16.0833,-69.6667,10.21,14.87,6.95,2.67,74.87,5.58,19.21
20250127,El Collao,Ilave,-16.0833,-69.6667,10.15,14.51,6.78,15.67,77.35,5.32,22.24
20250128,El Collao,Ilave,-16.0833,-69.6667,10.0,14.77,6.4,3.6,76.1,5.84,19.69
20250129,El Collao,Ilave,-16.0833,-69.6667,10.4,15.54,6.38,1.36,73.02,5.02,19.66
20250130,El Collao,Ilave,-16.0833,-69.6667,9.84,14.0,7.04,3.64,78.38,5.99,16.02
20250131,El Collao,Ilave,-16.0833,-69.6667,10.72,16.28,6.39,1.91,73.58,4.71,17.74
20250201,El Collao,Ilave,-16.0833,-69.6667,11.75,17.0,6.69,0.26,66.63,4.55,30.07
20250202,El Collao,Ilave,-16.0833,-69.6667,10.74,13.56,8.88,0.48,67.33,2.51,24.0
20250203,El Collao,Ilave,-16.0833,-69.6667,11.37,15.54,7.88,0.31,70.02,4.62,25.5
20250204,El Collao,Ilave,-16.0833,-69.6667,10.77,15.32,7.42,0.08,67.98,5.45,29.96
20250205,El Collao,Ilave,-16.0833,-69.6667,10.53,15.74,5.97,0.05,66.61,5.13,29.52
20250206,El Collao,Ilave,-16.0833,-69.6667,10.89,15.46,7.1,0.44,65.46,4.9,24.19
20250207,El Collao,Ilave,-16.0833,-69.6667,10.37,14.53,7.76,0.58,76.24,5.46,22.07
20250208,El Collao,Ilave,-16.0833,-69.6667,9.53,13.92,6.15,1.25,75.55,6.22,17.86
20250209,El Collao,Ilave,-16.0833,-69.6667,8.89,13.55,4.98,2.83,78.05,6.18,17.22
20250210,El Collao,Ilave,-16.0833,-69.6667,9.34,14.06,5.7,2.06,76.85,5.12,17.68
20250211,El Collao,Ilave,-16.0833,-69.6667,9.71,13.08,6.63,1.08,73.75,3.91,19.96
20250212,El Collao,Ilave,-16.0833,-69.6667,10.3,15.32,6.77,2.34,73.67,6.13,20.28
20250213,El Collao,Ilave,-16.0833,-69.6667,11.05,16.0,6.63,0.47,70.96,5.92,19.48
20250214,El Collao,Ilave,-16.0833,-69.6667,10.21,13.41,7.61,9.25,74.02,2.81,16.82
20250215,El Collao,Ilave,-16.0833,-69.6667,8.6,13.15,4.07,19.43,81.22,2.55,13.16
20250216,El Collao,Ilave,-16.0833,-69.6667,9.48,13.57,7.13,3.86,79.28,4.41,17.97
20250217,El Collao,Ilave,-16.0833,-69.6667,10.56,15.77,6.72,5.61,75.8,5.34,18.93
20250218,El Collao,Ilave,-16.0833,-69.6667,9.97,13.83,7.04,4.06,80.42,6.58,20.71
20250219,El Collao,Ilave,-16.0833,-69.6667,10.42,14.38,7.62,5.92,79.82,4.82,20.51
20250220,El Collao,Ilave,-16.0833,-69.6667,9.69,11.28,7.94,1.61,83.27,4.27,16.94
20250221,El Collao,Ilave,-16.0833,-69.6667,10.72,13.86,8.03,1.8,77.7,4.55,24.67
20250222,El Collao,Ilave,-16.0833,-69.6667,8.66,12.92,5.82,4.08,81.07,5.61,17.7
20250223,El Collao,Ilave,-16.0833,-69.6667,9.71,14.88,5.41,0.59,72.36,5.26,22.14
20250224,El Collao,Ilave,-16.0833,-69.6667,9.81,14.99,5.72,0.12,64.21,4.85,28.13
20250225,El Collao,Ilave,-16.0833,-69.6667,10.52,15.29,6.35,0.0,68.71,4.25,25.17
20250226,El Collao,Ilave,-16.0833,-69.6667,10.67,14.76,7.27,0.79,72.3,4.11,22.86
20250227,El Collao,Ilave,-16.0833,-69.6667,10.85,15.47,7.19,2.27,70.21,3.79,20.33
20250228,El Collao,Ilave,-16.0833,-69.6667,8.82,14.18,4.58,5.15,80.17,3.96,23.0
20250301,El Collao,Ilave,-16.0833,-69.6667,10.4,14.79,7.32,3.13,76.57,4.32,15.87
20250302,El Collao,Ilave,-16.0833,-69.6667,10.04,14.17,5.18,11.4,81.91,5.26,16.71
20250303,El Collao,Ilave,-16.0833,-69.6667,9.07,12.23,5.61,14.9,84.23,5.14,13.42
20250304,El Collao,Ilave,-16.0833,-69.6667,9.63,14.0,6.46,8.94,79.41,5.71,18.24
20250305,El Collao,Ilave,-16.0833,-69.6667,10.02,14.82,6.3,1.19,77.93,5.47,19.77
20250306,El Collao,Ilave,-16.0833,-69.6667,9.0,13.82,5.01,8.23,81.48,4.43,16.13
20250307,El Collao,Ilave,-16.0833,-69.6667,9.17,14.88,4.36,8.05,79.77,4.0,18.84
20250308,El Collao,Ilave,-16.0833,-69.6667,10.41,14.61,7.01,3.42,77.03,4.28,15.36
20250309,El Collao,Ilave,-16.0833,-69.6667,8.99,12.26,6.4,10.42,83.03,5.19,14.2
20250310,El Collao,Ilave,-16.0833,-69.6667,8.66,13.74,5.36,13.29,80.03,4.7,16.08
20250311,El Collao,Ilave,-16.0833,-69.6667,9.33,13.93,6.48,4.31,78.96,4.52,21.89
20250312,El Collao,Ilave,-16.0833,-69.6667,9.2,11.93,7.0,10.31,82.99,6.37,18.46
20250313,El Collao,Ilave,-16.0833,-69.6667,7.3,10.56,3.24,11.39,85.92,5.59,15.61
20250314,El Collao,Ilave,-16.0833,-69.6667,7.69,13.13,2.49,6.0,80.45,3.55,18.06
20250315,El Collao,Ilave,-16.0833,-69.6667,7.22,11.31,4.03,2.81,83.26,2.09,20.21
20250316,El Collao,Ilave,-16.0833,-69.6667,9.83,14.13,6.34,8.41,80.72,5.24,20.35
20250317,El Collao,Ilave,-16.0833,-69.6667,9.91,13.65,7.06,2.96,78.63,4.7,17.96
20250318,El Collao,Ilave,-16.0833,-69.6667,10.11,14.8,6.78,1.16,76.71,5.02,24.17
20250319,El Collao,Ilave,-16.0833,-69.6667,9.27,13.81,6.22,0.49,78.25,5.85,18.68
20250320,El Collao,Ilave,-16.0833,-69.6667,9.51,14.28,6.2,5.59,78.47,4.88,19.38
20250321,El Collao,Ilave,-16.0833,-69.6667,10.69,15.87,6.48,4.7,74.45,4.35,23.23
20250322,El Collao,Ilave,-16.0833,-69.6667,11.07,15.44,7.86,1.4,73.51,3.17,23.16
20250323,El Collao,Ilave,-16.0833,-69.6667,11.17,14.52,8.37,9.43,76.04,3.2,24.24
20250324,El Collao,Ilave,-16.0833,-69.6667,10.53,13.64,8.13,14.19,75.1,2.2,22.45
20250325,El Collao,Ilave,-16.0833,-69.6667,10.95,14.99,8.16,5.15,76.52,4.28,20.19
20250326,El Collao,Ilave,-16.0833,-69.6667,10.64,14.45,8.22,6.35,76.8,3.58,22.52
20250327,El Collao,Ilave,-16.0833,-69.6667,10.62,14.1,8.23,0.62,75.23,2.55,20.47
20250328,El Collao,Ilave,-16.0833,-69.6667,10.57,14.04,8.01,3.27,76.95,2.65,21.78
20250329,El Collao,Ilave,-16.0833,-69.6667,10.33,14.96,7.03,3.17,74.31,3.93,21.74
20250330,El Collao,Ilave,-16.0833,-69.6667,10.2,14.67,6.26,2.32,76.3,3.44,22.44
20250331,El Collao,Ilave,-16.0833,-69.6667,10.08,12.99,7.82,1.22,81.97,5.14,20.33
20250401,El Collao,Ilave,-16.0833,-69.6667,8.59,12.18,6.44,13.31,83.81,5.13,16.39
20250402,El Collao,Ilave,-16.0833,-69.6667,9.3,12.87,6.47,5.48,80.86,3.5,12.92
20250403,El Collao,Ilave,-16.0833,-69.6667,10.27,14.91,7.1,0.89,77.66,4.72,19.56
20250404,El Collao,Ilave,-16.0833,-69.6667,9.44,12.79,7.16,5.76,82.08,6.61,18.49
20250405,El Collao,Ilave,-16.0833,-69.6667,8.42,11.9,5.81,6.64,81.19,4.17,17.46
20250406,El Collao,Ilave,-16.0833,-69.6667,9.2,14.09,5.57,6.92,73.45,3.77,20.04
20250407,El Collao,Ilave,-16.0833,-69.6667,9.69,14.36,6.38,0.14,72.6,3.71,21.47
20250408,El Collao,Ilave,-16.0833,-69.6667,8.89,13.01,4.5,0.99,74.88,2.66,18.76
20250409,El Collao,Ilave,-16.0833,-69.6667,9.9,14.4,7.45,3.35,75.6,3.62,24.47
20250410,El Collao,Ilave,-16.0833,-69.6667,10.11,14.45,7.18,0.29,69.78,2.77,23.45
20250411,El Collao,Ilave,-16.0833,-69.6667,8.33,10.24,6.21,0.07,71.32,1.92,22.24
20250412,El Collao,Ilave,-16.0833,-69.6667,10.51,15.31,6.04,0.0,55.42,2.19,24.73
20250413,El Collao,Ilave,-16.0833,-69.6667,10.48,15.42,6.06,1.46,60.68,3.31,24.1
20250414,El Collao,Ilave,-16.0833,-69.6667,9.08,12.86,5.18,0.69,75.5,1.86,23.62
20250415,El Collao,Ilave,-16.0833,-69.6667,10.96,16.55,6.13,0.0,48.52,3.52,26.55
20250416,El Collao,Ilave,-16.0833,-69.6667,11.55,16.36,8.04,0.51,68.45,3.09,25.15
20250417,El Collao,Ilave,-16.0833,-69.6667,11.05,15.12,8.67,0.18,73.83,3.73,23.55
20250418,El Collao,Ilave,-16.0833,-69.6667,11.9,16.23,8.87,0.05,71.05,3.5,23.88
20250419,El Collao,Ilave,-16.0833,-69.6667,10.19,13.46,8.11,1.55,78.56,5.14,19.97
20250420,El Collao,Ilave,-16.0833,-69.6667,9.28,13.08,6.94,5.57,76.61,5.54,14.83
20250421,El Collao,Ilave,-16.0833,-69.6667,9.31,13.76,6.05,1.97,75.27,4.56,16.53
20250422,El Collao,Ilave,-16.0833,-69.6667,8.36,12.54,5.1,4.36,76.27,2.66,19.33
20250423,El Collao,Ilave,-16.0833,-69.6667,9.37,15.26,4.68,0.53,61.45,2.59,24.2
20250424,El Collao,Ilave,-16.0833,-69.6667,10.08,15.53,5.08,0.01,43.02,2.6,25.07
20250425,El Collao,Ilave,-16.0833,-69.6667,11.14,16.76,6.83,0.0,50.05,1.86,23.4
20250426,El Collao,Ilave,-16.0833,-69.6667,10.47,15.6,6.44,0.0,62.47,2.76,23.39
20250427,El Collao,Ilave,-16.0833,-69.6667,10.54,14.38,7.7,0.06,71.6,3.06,17.21
20250428,El Collao,Ilave,-16.0833,-69.6667,9.39,12.17,7.71,1.45,82.08,4.36,19.18
20250429,El Collao,Ilave,-16.0833,-69.6667,10.36,15.33,7.21,0.27,71.49,2.91,20.03
20250430,El Collao,Ilave,-16.0833,-69.6667,9.77,14.1,7.01,0.18,75.33,4.0,19.25
20250501,El Collao,Ilave,-16.0833,-69.6667,9.81,14.52,6.43,0.98,68.89,2.31,18.89
20250502,El Collao,Ilave,-16.0833,-69.6667,9.24,13.77,6.03,5.79,74.88,3.45,19.96
20250503,El Collao,Ilave,-16.0833,-69.6667,9.11,13.13,5.73,1.09,77.82,5.07,17.15
20250504,El Collao,Ilave,-16.0833,-69.6667,7.6,12.05,3.45,2.13,82.96,3.6,15.2
20250505,El Collao,Ilave,-16.0833,-69.6667,9.03,13.17,5.9,1.22,76.79,4.29,15.11
20250506,El Collao,Ilave,-16.0833,-69.6667,9.68,13.77,6.88,0.6,77.45,3.81,17.4
20250507,El Collao,Ilave,-16.0833,-69.6667,10.0,13.69,7.44,0.28,76.19,3.22,19.16
20250508,El Collao,Ilave,-16.0833,-69.6667,9.52,12.35,7.45,0.09,72.73,2.92,16.9
20250509,El Collao,Ilave,-16.0833,-69.6667,10.17,15.23,6.52,0.01,58.79,3.94,22.61
20250510,El Collao,Ilave,-16.0833,-69.6667,8.39,12.34,4.89,1.31,77.08,5.56,18.27
20250511,El Collao,Ilave,-16.0833,-69.6667,9.22,14.46,5.68,0.24,72.81,3.68,19.55
20250512,El Collao,Ilave,-16.0833,-69.6667,10.1,15.28,6.28,0.0,67.67,3.05,21.88
20250513,El Collao,Ilave,-16.0833,-69.6667,10.07,14.5,7.14,0.0,66.39,3.4,22.05
20250514,El Collao,Ilave,-16.0833,-69.6667,9.43,13.59,6.78,0.0,69.41,3.73,20.86
20250515,El Collao,Ilave,-16.0833,-69.6667,7.99,12.4,4.61,0.0,66.11,3.91,22.68
20250516,El Collao,Ilave,-16.0833,-69.6667,9.51,15.09,5.11,0.0,63.92,2.43,21.83
20250517,El Collao,Ilave,-16.0833,-69.6667,9.5,14.98,4.91,0.0,49.13,2.17,22.31
20250518,El Collao,Ilave,-16.0833,-69.6667,9.43,15.15,5.13,0.0,51.3,3.5,22.82
20250519,El Collao,Ilave,-16.0833,-69.6667,9.33,12.95,6.07,0.0,75.46,3.75,17.21
20250520,El Collao,Ilave,-16.0833,-69.6667,9.3,13.04,6.94,0.02,79.95,4.14,19.2
20250521,El Collao,Ilave,-16.0833,-69.6667,9.2,12.74,6.62,0.35,78.18,4.1,17.8
20250522,El Collao,Ilave,-16.0833,-69.6667,9.81,14.36,7.06,0.2,70.46,3.03,20.79
20250523,El Collao,Ilave,-16.0833,-69.6667,9.0,12.72,6.65,0.92,78.44,3.69,18.61
20250524,El Collao,Ilave,-16.0833,-69.6667,10.19,14.79,7.13,0.04,64.75,2.48,21.09
20250525,El Collao,Ilave,-16.0833,-69.6667,9.32,13.8,7.1,0.51,70.65,2.19,14.69
20250526,El Collao,Ilave,-16.0833,-69.6667,9.24,13.02,6.29,0.03,57.87,1.67,16.22
20250527,El Collao,Ilave,-16.0833,-69.6667,8.84,14.22,5.06,0.0,39.2,2.32,22.25
20250528,El Collao,Ilave,-16.0833,-69.6667,7.32,11.36,4.62,0.02,67.77,3.57,21.45
20250529,El Collao,Ilave,-16.0833,-69.6667,7.6,10.76,4.53,0.0,65.82,2.01,20.49
20250530,El Collao,Ilave,-16.0833,-69.6667,9.1,14.95,4.68,0.0,34.56,2.22,22.26
20250531,El Collao,Ilave,-16.0833,-69.6667,7.89,13.71,3.69,0.0,41.7,3.13,22.15
20250601,El Collao,Ilave,-16.0833,-69.6667,8.02,13.37,4.83,0.0,56.18,1.76,19.41
20250602,El Collao,Ilave,-16.0833,-69.6667,7.15,12.08,2.71,15.75,48.45,2.62,21.49
20250603,El Collao,Ilave,-16.0833,-69.6667,7.48,11.49,4.2,32.45,53.92,1.61,21.52
20250604,El Collao,Ilave,-16.0833,-69.6667,8.29,12.68,4.88,0.2,58.79,2.3,21.19
20250605,El Collao,Ilave,-16.0833,-69.6667,8.02,11.9,5.3,0.02,77.22,3.81,20.43
20250606,El Collao,Ilave,-16.0833,-69.6667,8.15,12.94,4.39,0.0,68.12,3.46,18.84
20250607,El Collao,Ilave,-16.0833,-69.6667,8.91,13.78,5.26,0.0,57.52,1.87,19.07
20250608,El Collao,Ilave,-16.0833,-69.6667,8.84,13.34,5.3,0.13,57.13,2.28,21.5
20250609,El Collao,Ilave,-16.0833,-69.6667,9.01,13.5,6.22,0.97,68.15,3.31,20.33
20250610,El Collao,Ilave,-16.0833,-69.6667,9.35,14.33,5.59,0.07,63.66,1.84,18.72
20250611,El Collao,Ilave,-16.0833,-69.6667,9.04,13.82,5.31,0.0,50.09,1.93,19.66
20250612,El Collao,Ilave,-16.0833,-69.6667,7.81,14.04,2.74,0.0,43.63,3.04,20.64
20250613,El Collao,Ilave,-16.0833,-69.6667,7.21,13.96,2.66,0.0,46.67,4.68,20.46
20250614,El Collao,Ilave,-16.0833,-69.6667,6.63,13.27,1.47,0.0,41.1,4.78,16.77
20250615,El Collao,Ilave,-16.0833,-69.6667,7.1,11.53,3.05,0.45,54.44,3.13,19.63
20250616,El Collao,Ilave,-16.0833,-69.6667,6.42,10.83,2.8,0.07,67.95,2.38,16.07
20250617,El Collao,Ilave,-16.0833,-69.6667,7.63,11.35,4.62,6.19,75.63,2.57,14.71
20250618,El Collao,Ilave,-16.0833,-69.6667,8.09,11.57,5.06,46.3,74.35,3.69,13.8
20250619,El Collao,Ilave,-16.0833,-69.6667,8.21,11.84,5.07,11.72,76.38,3.67,18.8
20250620,El Collao,Ilave,-16.0833,-69.6667,9.38,13.35,6.28,0.02,63.02,1.6,19.13
20250621,El Collao,Ilave,-16.0833,-69.6667,8.48,14.8,3.81,0.0,43.83,3.85,20.88
20250622,El Collao,Ilave,-16.0833,-69.6667,7.91,15.08,2.54,0.0,40.61,3.71,21.14
20250623,El Collao,Ilave,-16.0833,-69.6667,7.75,14.3,2.37,0.16,50.76,4.46,20.67
20250624,El Collao,Ilave,-16.0833,-69.6667,7.77,13.12,3.4,0.01,68.14,4.3,20.17
20250625,El Collao,Ilave,-16.0833,-69.6667,7.37,12.02,3.9,0.0,69.4,4.36,19.02
20250626,El Collao,Ilave,-16.0833,-69.6667,6.9,11.49,2.58,0.0,71.93,4.0,20.0
20250627,El Collao,Ilave,-16.0833,-69.6667,8.03,12.33,4.62,0.0,72.96,4.28,17.58
20250628,El Collao,Ilave,-16.0833,-69.6667,8.08,13.3,3.95,0.16,68.74,5.01,14.28
20250629,El Collao,Ilave,-16.0833,-69.6667,7.58,11.74,4.07,0.15,69.71,3.54,18.48
20250630,El Collao,Ilave,-16.0833,-69.6667,7.71,11.76,4.45,0.05,72.46,2.24,17.42
20250701,El Collao,Ilave,-16.0833,-69.6667,8.95,13.76,4.52,0.0,43.8,3.03,19.01
20250702,El Collao,Ilave,-16.0833,-69.6667,7.55,12.47,4.55,0.0,60.07,4.02,20.57
20250703,El Collao,Ilave,-16.0833,-69.6667,6.28,11.55,2.71,0.0,55.08,4.3,20.77
20250704,El Collao,Ilave,-16.0833,-69.6667,6.55,11.91,1.93,0.0,44.22,3.46,21.54
20250705,El Collao,Ilave,-16.0833,-69.6667,7.57,12.08,3.32,0.0,38.06,2.32,21.34
20250706,El Collao,Ilave,-16.0833,-69.6667,8.24,12.77,4.56,0.0,35.39,1.33,21.37
20250707,El Collao,Ilave,-16.0833,-69.6667,7.64,12.85,3.97,0.0,54.31,3.1,20.84
20250708,El Collao,Ilave,-16.0833,-69.6667,7.23,12.84,3.08,0.0,60.12,2.05,21.05
20250709,El Collao,Ilave,-16.0833,-69.6667,8.02,13.54,4.05,0.0,48.82,2.23,21.59
20250710,El Collao,Ilave,-16.0833,-69.6667,7.96,13.8,4.16,0.0,56.89,2.9,21.41
20250711,El Collao,Ilave,-16.0833,-69.6667,7.1,12.2,3.12,0.0,68.48,3.35,21.27
20250712,El Collao,Ilave,-16.0833,-69.6667,7.4,12.47,3.45,0.01,69.3,2.52,21.02
20250713,El Collao,Ilave,-16.0833,-69.6667,8.02,13.34,4.22,0.0,58.46,1.93,21.58
20250714,El Collao,Ilave,-16.0833,-69.6667,8.25,13.61,4.23,0.0,60.29,2.21,21.48
20250715,El Collao,Ilave,-16.0833,-69.6667,8.4,13.72,4.12,0.0,61.76,2.93,20.34
20250716,El Collao,Ilave,-16.0833,-69.6667,8.68,13.38,4.9,0.0,56.19,4.34,21.07
20250717,El Collao,Ilave,-16.0833,-69.6667,6.39,10.56,3.45,0.0,75.59,5.19,16.99
20250718,El Collao,Ilave,-16.0833,-69.6667,6.73,10.66,4.14,0.06,74.32,2.63,13.39
20250719,El Collao,Ilave,-16.0833,-69.6667,7.12,11.44,4.53,1.63,72.77,2.06,14.8
20250720,El Collao,Ilave,-16.0833,-69.6667,8.58,12.58,4.83,0.02,56.79,2.09,18.18
20250721,El Collao,Ilave,-16.0833,-69.6667,9.48,13.87,5.98,0.0,51.37,2.14,17.14
20250722,El Collao,Ilave,-16.0833,-69.6667,9.26,13.7,5.74,0.0,57.69,2.47,17.07
20250723,El Collao,Ilave,-16.0833,-69.6667,7.97,11.99,5.07,0.0,70.79,3.21,17.21
20250724,El Collao,Ilave,-16.0833,-69.6667,8.71,13.29,5.51,0.0,57.01,2.34,20.07
20250725,El Collao,Ilave,-16.0833,-69.6667,8.26,12.78,4.58,0.0,52.98,2.88,21.66
20250726,El Collao,Ilave,-16.0833,-69.6667,8.65,12.72,5.33,0.0,57.0,2.53,20.84
20250727,El Collao,Ilave,-16.0833,-69.6667,8.32,12.96,4.57,0.0,53.2,3.06,22.04
20250728,El Collao,Ilave,-16.0833,-69.6667,7.46,10.25,5.56,0.13,76.53,3.23,20.95
20250729,El Collao,Ilave,-16.0833,-69.6667,7.96,11.71,5.91,0.09,73.17,3.24,17.15
20250730,El Collao,Ilave,-16.0833,-69.6667,7.79,12.37,4.41,0.03,67.89,2.88,19.1
20250731,El Collao,Ilave,-16.0833,-69.6667,7.79,13.26,3.93,0.05,58.71,1.8,19.18
20250801,El Collao,Ilave,-16.0833,-69.6667,6.98,11.74,1.87,0.0,50.02,3.23,22.37
20250802,El Collao,Ilave,-16.0833,-69.6667,7.03,11.05,4.25,0.0,54.24,2.16,19.5
20250803,El Collao,Ilave,-16.0833,-69.6667,7.35,12.54,2.62,0.0,39.05,2.49,23.76
20250804,El Collao,Ilave,-16.0833,-69.6667,7.45,11.74,4.34,0.0,60.01,3.01,23.02
20250805,El Collao,Ilave,-16.0833,-69.6667,7.77,12.12,4.27,0.0,72.63,3.41,21.3
20250806,El Collao,Ilave,-16.0833,-69.6667,9.26,14.74,5.19,0.0,53.47,2.0,23.4
20250807,El Collao,Ilave,-16.0833,-69.6667,8.8,14.56,4.17,0.0,34.41,2.76,24.11
20250808,El Collao,Ilave,-16.0833,-69.6667,7.37,11.85,4.22,0.01,59.29,2.97,23.57
20250809,El Collao,Ilave,-16.0833,-69.6667,8.19,13.67,4.15,0.0,51.69,1.79,22.87
20250810,El Collao,Ilave,-16.0833,-69.6667,7.73,13.55,3.4,0.0,41.29,3.69,23.99
20250811,El Collao,Ilave,-16.0833,-69.6667,7.68,13.82,3.33,0.0,64.17,2.84,22.8
20250812,El Collao,Ilave,-16.0833,-69.6667,8.56,14.58,3.99,0.0,57.1,1.87,23.78
20250813,El Collao,Ilave,-16.0833,-69.6667,8.11,13.44,4.3,0.0,55.7,3.54,24.19
20250814,El Collao,Ilave,-16.0833,-69.6667,6.84,11.11,3.38,0.0,76.15,4.13,23.09
20250815,El Collao,Ilave,-16.0833,-69.6667,7.52,12.48,3.7,0.0,70.44,3.17,22.4
20250816,El Collao,Ilave,-16.0833,-69.6667,7.92,12.78,4.33,0.0,64.69,2.93,22.94
