fecha,provincia,capital,latitud,longitud,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,ALLSKY_SFC_SW_DWN
20200101,Puno,Puno,-15.8402,-70.0219,8.84,14.24,5.18,3.24,73.68,4.54,15.01
20200102,Puno,Puno,-15.8402,-70.0219,8.49,13.28,5.39,2.83,75.88,6.16,15.76
20200103,Puno,Puno,-15.8402,-70.0219,10.05,16.02,5.3,3.27,69.58,3.66,18.32
20200104,Puno,Puno,-15.8402,-70.0219,9.15,15.39,5.32,6.75,71.48,3.14,17.86
20200105,Puno,Puno,-15.8402,-70.0219,9.57,18.0,3.4,3.04,61.2,3.83,19.38
20200106,Puno,Puno,-15.8402,-70.0219,9.65,19.54,0.92,0.01,42.61,4.11,26.96
20200107,Puno,Puno,-15.8402,-70.0219,10.36,19.96,1.25,0.0,45.78,3.47,23.58
20200108,Puno,Puno,-15.8402,-70.0219,11.17,20.22,2.3,0.0,37.88,2.14,30.33
20200109,Puno,Puno,-15.8402,-70.0219,10.7,16.59,4.82,0.0,55.01,2.54,24.44
20200110,Puno,Puno,-15.8402,-70.0219,8.77,13.0,5.82,0.0,62.87,1.7,22.16
20200111,Puno,Puno,-15.8402,-70.0219,10.04,16.11,6.01,0.66,56.36,2.67,20.12
20200112,Puno,Puno,-15.8402,-70.0219,9.04,14.46,4.03,10.57,69.97,5.05,22.71
20200113,Puno,Puno,-15.8402,-70.0219,9.55,15.24,4.72,4.63,69.24,4.31,17.28
20200114,Puno,Puno,-15.8402,-70.0219,10.06,15.45,5.89,0.76,70.7,3.7,16.37
20200115,Puno,Puno,-15.8402,-70.0219,10.05,15.97,5.12,0.34,69.94,4.36,14.48
20200116,Puno,Puno,-15.8402,-70.0219,10.0,15.79,5.66,0.12,69.12,6.06,20.92
20200117,Puno,Puno,-15.8402,-70.0219,7.9,11.59,5.06,0.22,74.76,6.55,23.44
20200118,Puno,Puno,-15.8402,-70.0219,9.29,15.37,3.73,0.0,69.05,5.62,21.29
20200119,Puno,Puno,-15.8402,-70.0219,10.12,15.59,5.92,2.1,71.17,4.9,25.21
20200120,Puno,Puno,-15.8402,-70.0219,11.23,17.38,5.94,0.98,65.3,2.6,18.2
20200121,Puno,Puno,-15.8402,-70.0219,8.78,11.46,5.67,3.26,69.43,2.25,17.04
20200122,Puno,Puno,-15.8402,-70.0219,8.67,13.72,4.82,2.64,74.14,4.19,18.72
20200123,Puno,Puno,-15.8402,-70.0219,9.07,15.46,2.9,3.09,72.96,4.25,20.19
20200124,Puno,Puno,-15.8402,-70.0219,10.89,16.34,7.05,1.18,71.86,3.46,27.19
20200125,Puno,Puno,-15.8402,-70.0219,10.89,15.75,6.9,0.72,70.77,3.91,26.43
20200126,Puno,Puno,-15.8402,-70.0219,11.44,17.13,7.72,0.98,63.64,3.12,26.31
20200127,Puno,Puno,-15.8402,-70.0219,10.94,16.45,6.9,7.95,63.87,3.63,22.25
20200128,Puno,Puno,-15.8402,-70.0219,10.44,18.49,3.08,0.14,59.36,2.81,27.56
20200129,Puno,Puno,-15.8402,-70.0219,9.66,15.91,4.51,0.0,66.95,3.1,23.86
20200130,Puno,Puno,-15.8402,-70.0219,8.43,18.21,3.02,0.0,68.46,2.97,18.71
20200131,Puno,Puno,-15.8402,-70.0219,9.32,15.92,2.78,0.13,65.36,2.08,18.59
20200201,Puno,Puno,-15.8402,-70.0219,10.82,19.29,4.07,0.01,58.24,3.47,15.69
20200202,Puno,Puno,-15.8402,-70.0219,9.67,14.22,3.94,8.86,72.79,2.58,16.08
20200203,Puno,Puno,-15.8402,-70.0219,9.12,15.49,2.58,18.38,73.54,3.07,17.41
20200204,Puno,Puno,-15.8402,-70.0219,8.1,14.96,2.84,15.74,76.57,1.84,19.16
20200205,Puno,Puno,-15.8402,-70.0219,10.0,16.15,5.33,2.05,71.58,3.63,21.67
20200206,Puno,Puno,-15.8402,-70.0219,8.68,13.74,3.34,2.5,74.4,4.04,17.99
20200207,Puno,Puno,-15.8402,-70.0219,9.06,16.09,2.06,7.14,73.96,4.15,17.8
20200208,Puno,Puno,-15.8402,-70.0219,8.77,12.67,5.41,12.87,78.32,3.14,12.26
20200209,Puno,Puno,-15.8402,-70.0219,9.19,16.22,5.23,5.44,75.88,3.96,19.56
20200210,Puno,Puno,-15.8402,-70.0219,8.9,14.98,5.18,4.91,76.97,5.77,19.91
20200211,Puno,Puno,-15.8402,-70.0219,9.66,15.82,5.32,2.28,73.85,4.64,19.26
20200212,Puno,Puno,-15.8402,-70.0219,9.17,14.09,6.01,3.33,77.63,4.48,17.51
20200213,Puno,Puno,-15.8402,-70.0219,9.25,15.32,4.58,5.37,75.61,4.07,17.65
20200214,Puno,Puno,-15.8402,-70.0219,9.06,12.85,5.75,3.25,79.19,2.85,14.83
20200215,Puno,Puno,-15.8402,-70.0219,9.94,16.35,3.33,6.57,73.4,3.95,19.18
20200216,Puno,Puno,-15.8402,-70.0219,10.72,17.0,5.27,0.47,68.97,3.73,21.51
20200217,Puno,Puno,-15.8402,-70.0219,9.56,15.35,4.6,1.27,73.81,3.25,20.75
20200218,Puno,Puno,-15.8402,-70.0219,9.94,15.98,4.62,0.08,74.44,4.87,18.52
20200219,Puno,Puno,-15.8402,-70.0219,10.88,16.38,6.16,0.11,69.91,3.19,19.47
20200220,Puno,Puno,-15.8402,-70.0219,9.54,14.7,6.11,2.78,72.63,3.68,12.82
20200221,Puno,Puno,-15.8402,-70.0219,7.49,12.36,3.3,11.18,79.72,4.28,8.85
20200222,Puno,Puno,-15.8402,-70.0219,8.56,14.04,5.0,3.86,77.77,5.45,19.4
20200223,Puno,Puno,-15.8402,-70.0219,9.78,17.6,4.86,3.91,71.64,2.94,19.55
20200224,Puno,Puno,-15.8402,-70.0219,8.47,15.93,3.65,25.94,75.72,2.8,19.59
20200225,Puno,Puno,-15.8402,-70.0219,10.88,17.89,4.9,23.26,67.96,3.53,19.36
20200226,Puno,Puno,-15.8402,-70.0219,8.16,11.5,4.64,13.12,84.43,4.13,17.41
20200227,Puno,Puno,-15.8402,-70.0219,9.15,17.45,2.42,11.73,69.91,2.05,19.62
20200228,Puno,Puno,-15.8402,-70.0219,8.39,14.55,2.12,0.88,76.2,2.33,19.59
20200229,Puno,Puno,-15.8402,-70.0219,9.87,14.39,6.66,0.0,77.07,3.98,17.5
20200301,Puno,Puno,-15.8402,-70.0219,9.59,15.1,5.84,0.02,71.92,3.57,24.38
20200302,Puno,Puno,-15.8402,-70.0219,9.7,15.4,5.4,8.96,71.08,2.47,20.32
20200303,Puno,Puno,-15.8402,-70.0219,9.51,17.14,1.93,0.63,60.89,2.97,29.06
20200304,Puno,Puno,-15.8402,-70.0219,8.45,14.78,3.56,1.07,77.3,2.82,18.87
20200305,Puno,Puno,-15.8402,-70.0219,9.73,16.51,4.74,0.0,69.03,2.5,25.95
20200306,Puno,Puno,-15.8402,-70.0219,9.39,15.41,4.81,0.62,71.69,3.14,22.97
20200307,Puno,Puno,-15.8402,-70.0219,9.8,15.18,5.26,0.09,71.09,2.93,20.9
20200308,Puno,Puno,-15.8402,-70.0219,10.4,16.2,6.73,0.0,65.67,3.77,27.33
20200309,Puno,Puno,-15.8402,-70.0219,9.35,15.04,5.03,0.06,63.28,4.83,18.39
20200310,Puno,Puno,-15.8402,-70.0219,8.59,13.81,4.41,0.31,69.87,3.63,19.73
20200311,Puno,Puno,-15.8402,-70.0219,8.75,14.2,3.75,0.3,68.48,2.23,20.84
20200312,Puno,Puno,-15.8402,-70.0219,9.04,14.49,5.45,3.83,74.62,4.44,16.44
20200313,Puno,Puno,-15.8402,-70.0219,8.96,13.81,5.43,43.53,74.45,3.67,17.95
20200314,Puno,Puno,-15.8402,-70.0219,9.69,14.78,5.52,8.41,72.79,3.61,20.99
20200315,Puno,Puno,-15.8402,-70.0219,9.59,15.38,5.33,0.52,69.79,3.78,19.29
20200316,Puno,Puno,-15.8402,-70.0219,8.43,14.77,3.39,5.76,77.82,5.03,18.32
20200317,Puno,Puno,-15.8402,-70.0219,9.1,14.9,4.44,18.67,74.88,4.1,18.37
20200318,Puno,Puno,-15.8402,-70.0219,9.16,14.56,4.29,8.47,75.75,3.55,17.13
20200319,Puno,Puno,-15.8402,-70.0219,9.17,14.07,5.19,0.4,75.73,2.52,18.95
20200320,Puno,Puno,-15.8402,-70.0219,8.9,14.68,3.51,0.7,75.04,3.05,17.44
20200321,Puno,Puno,-15.8402,-70.0219,8.01,14.99,2.42,1.02,74.82,2.96,16.27
20200322,Puno,Puno,-15.8402,-70.0219,8.89,14.91,3.85,0.0,74.68,5.13,17.89
20200323,Puno,Puno,-15.8402,-70.0219,9.43,14.88,5.12,0.0,77.11,4.66,20.8
20200324,Puno,Puno,-15.8402,-70.0219,9.66,14.54,5.94,2.7,77.17,3.87,20.98
20200325,Puno,Puno,-15.8402,-70.0219,10.68,16.61,5.85,0.37,65.39,2.89,20.41
20200326,Puno,Puno,-15.8402,-70.0219,10.46,15.49,5.91,0.1,70.95,3.14,21.6
20200327,Puno,Puno,-15.8402,-70.0219,7.99,15.23,2.72,0.15,75.05,1.96,18.96
20200328,Puno,Puno,-15.8402,-70.0219,8.9,14.35,4.25,0.01,75.11,3.91,18.65
20200329,Puno,Puno,-15.8402,-70.0219,9.34,14.05,5.44,0.0,79.03,5.57,15.12
20200330,Puno,Puno,-15.8402,-70.0219,9.21,14.39,4.92,0.01,78.09,4.95,20.16
20200331,Puno,Puno,-15.8402,-70.0219,8.51,12.75,4.56,0.42,81.38,5.51,17.59
20200401,Puno,Puno,-15.8402,-70.0219,8.66,14.78,4.19,0.02,72.61,4.39,21.48
20200402,Puno,Puno,-15.8402,-70.0219,9.0,15.22,4.41,0.01,68.3,4.65,24.15
20200403,Puno,Puno,-15.8402,-70.0219,9.13,15.16,3.64,0.03,69.25,3.13,22.03
20200404,Puno,Puno,-15.8402,-70.0219,8.76,15.24,4.57,0.22,71.7,1.64,18.5
20200405,Puno,Puno,-15.8402,-70.0219,8.99,15.42,3.32,0.12,65.65,2.34,20.82
20200406,Puno,Puno,-15.8402,-70.0219,9.61,15.62,4.63,0.06,64.53,3.34,19.64
20200407,Puno,Puno,-15.8402,-70.0219,9.6,15.58,5.58,0.44,71.26,2.53,20.58
20200408,Puno,Puno,-15.8402,-70.0219,9.95,18.03,3.76,0.01,61.1,1.9,23.33
20200409,Puno,Puno,-15.8402,-70.0219,8.86,17.85,2.51,0.0,59.15,1.84,23.98
20200410,Puno,Puno,-15.8402,-70.0219,7.6,17.45,-1.13,0.0,55.52,3.42,24.53
20200411,Puno,Puno,-15.8402,-70.0219,7.23,17.43,-1.33,0.0,47.01,3.81,26.17
20200412,Puno,Puno,-15.8402,-70.0219,7.08,17.22,-1.6,0.0,42.94,2.7,25.32
20200413,Puno,Puno,-15.8402,-70.0219,6.68,17.2,-1.32,0.0,43.41,4.6,26.83
20200414,Puno,Puno,-15.8402,-70.0219,5.92,16.9,-2.33,0.0,41.97,3.66,26.49
20200415,Puno,Puno,-15.8402,-70.0219,6.09,16.77,-3.12,0.0,51.41,2.98,24.29
20200416,Puno,Puno,-15.8402,-70.0219,7.11,14.45,-0.16,0.38,57.15,1.38,23.06
20200417,Puno,Puno,-15.8402,-70.0219,7.15,13.82,1.78,0.1,68.36,2.39,20.92
20200418,Puno,Puno,-15.8402,-70.0219,7.29,12.97,3.12,0.04,71.92,2.93,17.03
20200419,Puno,Puno,-15.8402,-70.0219,7.52,12.68,3.09,0.48,67.21,3.15,15.2
20200420,Puno,Puno,-15.8402,-70.0219,6.91,12.81,2.8,8.35,72.0,2.63,16.78
20200421,Puno,Puno,-15.8402,-70.0219,7.68,13.24,3.26,2.18,66.26,2.07,19.6
20200422,Puno,Puno,-15.8402,-70.0219,7.18,14.55,0.28,0.01,59.01,2.76,22.93
20200423,Puno,Puno,-15.8402,-70.0219,8.54,14.5,4.81,0.0,67.64,2.57,21.01
20200424,Puno,Puno,-15.8402,-70.0219,9.12,16.11,2.58,0.0,64.14,2.17,20.08
20200425,Puno,Puno,-15.8402,-70.0219,8.66,16.42,1.03,0.0,57.23,2.86,21.31
20200426,Puno,Puno,-15.8402,-70.0219,7.22,12.72,2.11,0.0,73.44,3.68,16.86
20200427,Puno,Puno,-15.8402,-70.0219,8.38,13.88,4.91,0.0,73.03,3.36,17.4
20200428,Puno,Puno,-15.8402,-70.0219,9.22,15.29,5.14,0.0,68.12,2.49,20.5
20200429,Puno,Puno,-15.8402,-70.0219,8.91,15.05,5.14,0.0,75.79,3.58,20.72
20200430,Puno,Puno,-15.8402,-70.0219,8.77,14.28,5.04,0.0,77.51,3.47,18.64
20200501,Puno,Puno,-15.8402,-70.0219,8.64,14.15,5.31,0.0,70.82,3.57,20.92
20200502,Puno,Puno,-15.8402,-70.0219,7.01,9.95,4.32,0.0,81.1,2.88,15.26
20200503,Puno,Puno,-15.8402,-70.0219,7.72,13.46,3.02,0.15,70.27,2.38,16.15
20200504,Puno,Puno,-15.8402,-70.0219,7.94,13.58,2.88,0.02,62.2,2.37,12.19
20200505,Puno,Puno,-15.8402,-70.0219,8.7,15.98,2.23,0.0,56.29,2.81,20.8
20200506,Puno,Puno,-15.8402,-70.0219,7.72,15.25,1.63,0.0,64.91,2.28,20.75
20200507,Puno,Puno,-15.8402,-70.0219,8.33,15.01,2.51,0.0,60.96,1.46,19.4
20200508,Puno,Puno,-15.8402,-70.0219,8.41,14.57,4.43,0.0,60.74,2.39,21.02
20200509,Puno,Puno,-15.8402,-70.0219,9.02,15.97,3.37,0.0,60.49,1.7,18.8
20200510,Puno,Puno,-15.8402,-70.0219,9.02,16.98,2.66,0.0,57.8,2.48,22.22
20200511,Puno,Puno,-15.8402,-70.0219,7.16,16.45,-0.02,0.0,44.87,2.84,23.82
20200512,Puno,Puno,-15.8402,-70.0219,5.21,14.88,-2.08,0.0,41.29,5.02,23.51
20200513,Puno,Puno,-15.8402,-70.0219,5.25,14.72,-2.41,0.0,45.45,3.36,22.52
20200514,Puno,Puno,-15.8402,-70.0219,5.92,15.78,-0.12,0.0,49.04,3.88,22.61
20200515,Puno,Puno,-15.8402,-70.0219,5.68,14.62,-2.74,0.0,37.5,2.36,22.68
20200516,Puno,Puno,-15.8402,-70.0219,6.11,12.89,0.77,0.0,60.15,2.92,18.66
20200517,Puno,Puno,-15.8402,-70.0219,6.61,12.57,2.18,0.0,67.31,1.5,18.93
20200518,Puno,Puno,-15.8402,-70.0219,5.82,14.66,-0.89,0.0,52.2,3.44,20.7
20200519,Puno,Puno,-15.8402,-70.0219,4.9,14.82,-2.8,0.0,46.58,4.06,22.13
20200520,Puno,Puno,-15.8402,-70.0219,5.25,14.87,-2.57,0.0,45.17,3.23,22.53
20200521,Puno,Puno,-15.8402,-70.0219,6.13,15.35,-0.88,0.0,47.48,3.69,20.76
20200522,Puno,Puno,-15.8402,-70.0219,6.62,14.72,-1.17,0.0,46.67,2.61,15.83
20200523,Puno,Puno,-15.8402,-70.0219,6.23,15.0,-0.77,0.0,38.19,3.6,20.37
20200524,Puno,Puno,-15.8402,-70.0219,4.79,12.61,-2.88,0.0,34.99,3.1,22.73
20200525,Puno,Puno,-15.8402,-70.0219,5.08,12.98,-0.41,0.0,39.84,4.11,22.77
20200526,Puno,Puno,-15.8402,-70.0219,5.2,12.46,-1.03,0.0,34.68,2.11,22.84
20200527,Puno,Puno,-15.8402,-70.0219,5.67,13.25,-0.25,0.0,38.67,2.61,22.54
20200528,Puno,Puno,-15.8402,-70.0219,6.06,14.83,-0.6,0.0,42.7,2.05,22.03
20200529,Puno,Puno,-15.8402,-70.0219,4.95,12.75,-1.91,0.0,53.24,3.21,21.1
20200530,Puno,Puno,-15.8402,-70.0219,6.14,14.95,-1.57,0.0,59.28,2.81,21.55
20200531,Puno,Puno,-15.8402,-70.0219,5.34,14.1,-0.9,0.0,64.38,3.26,20.88
20200601,Puno,Puno,-15.8402,-70.0219,4.68,13.42,-2.15,0.0,70.21,4.61,20.33
20200602,Puno,Puno,-15.8402,-70.0219,4.96,13.31,-2.59,0.0,64.1,4.15,21.53
20200603,Puno,Puno,-15.8402,-70.0219,4.27,11.2,-0.54,0.01,68.61,4.13,16.97
20200604,Puno,Puno,-15.8402,-70.0219,4.74,10.93,-1.05,0.0,60.04,2.81,16.18
20200605,Puno,Puno,-15.8402,-70.0219,5.72,13.01,-0.6,0.0,66.47,2.99,17.01
20200606,Puno,Puno,-15.8402,-70.0219,6.9,13.64,0.76,0.0,68.15,2.42,11.83
20200607,Puno,Puno,-15.8402,-70.0219,7.46,13.87,2.35,0.0,70.36,2.1,16.5
20200608,Puno,Puno,-15.8402,-70.0219,7.08,13.63,1.7,0.0,77.07,2.95,19.1
20200609,Puno,Puno,-15.8402,-70.0219,7.57,14.71,2.32,0.0,65.38,2.1,20.14
20200610,Puno,Puno,-15.8402,-70.0219,7.02,14.47,1.17,0.0,64.7,2.87,20.19
20200611,Puno,Puno,-15.8402,-70.0219,8.11,14.43,3.87,0.07,69.3,2.57,20.78
20200612,Puno,Puno,-15.8402,-70.0219,7.42,15.64,-0.36,0.0,56.47,2.8,20.28
20200613,Puno,Puno,-15.8402,-70.0219,6.66,12.82,1.51,0.0,69.8,3.71,20.31
20200614,Puno,Puno,-15.8402,-70.0219,7.01,13.06,2.88,0.0,71.23,2.96,20.34
20200615,Puno,Puno,-15.8402,-70.0219,7.11,12.99,3.49,0.0,69.12,2.67,18.95
20200616,Puno,Puno,-15.8402,-70.0219,7.51,14.04,2.77,0.0,66.23,2.11,19.94
20200617,Puno,Puno,-15.8402,-70.0219,6.72,15.55,0.22,0.0,50.74,3.03,20.21
20200618,Puno,Puno,-15.8402,-70.0219,5.7,15.49,-2.33,0.0,43.03,3.21,21.34
20200619,Puno,Puno,-15.8402,-70.0219,7.35,14.16,2.98,0.0,60.88,2.08,21.33
20200620,Puno,Puno,-15.8402,-70.0219,6.86,14.36,0.57,0.0,52.88,1.94,21.34
20200621,Puno,Puno,-15.8402,-70.0219,6.88,15.33,-0.86,0.0,39.2,2.68,21.48
20200622,Puno,Puno,-15.8402,-70.0219,7.4,14.26,2.92,0.01,54.43,1.54,21.26
20200623,Puno,Puno,-15.8402,-70.0219,5.23,14.28,-1.7,0.0,38.11,3.34,21.05
20200624,Puno,Puno,-15.8402,-70.0219,3.18,13.33,-3.51,0.0,36.12,5.0,21.33
20200625,Puno,Puno,-15.8402,-70.0219,4.58,14.05,-3.5,0.01,37.3,2.47,21.57
20200626,Puno,Puno,-15.8402,-70.0219,4.36,14.47,-2.49,0.0,41.28,3.8,21.1
20200627,Puno,Puno,-15.8402,-70.0219,3.58,14.24,-3.75,0.01,34.65,3.08,21.45
20200628,Puno,Puno,-15.8402,-70.0219,3.21,12.79,-2.86,0.02,33.71,3.92,20.89
20200629,Puno,Puno,-15.8402,-70.0219,2.98,13.0,-3.35,0.0,32.35,3.55,21.18
20200630,Puno,Puno,-15.8402,-70.0219,4.11,12.18,-3.02,0.0,29.01,2.89,21.89
20200701,Puno,Puno,-15.8402,-70.0219,4.79,13.05,-2.61,0.0,29.76,2.13,21.63
20200702,Puno,Puno,-15.8402,-70.0219,4.37,14.57,-3.58,0.0,28.52,2.37,21.76
20200703,Puno,Puno,-15.8402,-70.0219,4.22,14.78,-3.71,0.0,28.39,2.36,21.54
20200704,Puno,Puno,-15.8402,-70.0219,4.07,14.48,-3.57,0.0,34.89,3.68,21.44
20200705,Puno,Puno,-15.8402,-70.0219,5.8,14.72,-1.84,0.0,55.07,3.33,20.48
20200706,Puno,Puno,-15.8402,-70.0219,7.3,14.38,1.91,0.0,66.83,3.16,18.81
20200707,Puno,Puno,-15.8402,-70.0219,4.45,14.45,-3.4,0.0,49.24,5.7,17.94
20200708,Puno,Puno,-15.8402,-70.0219,2.44,12.23,-4.19,0.0,28.07,3.81,21.83
20200709,Puno,Puno,-15.8402,-70.0219,4.23,10.7,-1.45,0.07,53.93,2.49,20.92
20200710,Puno,Puno,-15.8402,-70.0219,4.6,13.19,-2.04,0.03,52.01,2.47,19.72
20200711,Puno,Puno,-15.8402,-70.0219,5.08,13.74,-2.88,0.0,35.82,2.59,21.18
20200712,Puno,Puno,-15.8402,-70.0219,6.53,14.63,0.36,0.0,32.94,1.81,20.61
20200713,Puno,Puno,-15.8402,-70.0219,6.34,13.91,0.07,0.0,39.09,1.94,19.69
20200714,Puno,Puno,-15.8402,-70.0219,4.99,9.89,1.08,0.0,78.65,2.88,19.69
20200715,Puno,Puno,-15.8402,-70.0219,6.11,14.24,-1.04,0.0,50.4,2.17,21.37
20200716,Puno,Puno,-15.8402,-70.0219,5.5,13.63,-1.01,0.0,44.17,2.99,21.64
20200717,Puno,Puno,-15.8402,-70.0219,6.6,13.79,2.42,0.0,68.89,2.3,21.25
20200718,Puno,Puno,-15.8402,-70.0219,7.49,15.2,2.12,0.0,60.52,2.22,21.26
20200719,Puno,Puno,-15.8402,-70.0219,7.95,15.02,3.48,0.0,59.65,2.44,21.68
20200720,Puno,Puno,-15.8402,-70.0219,7.85,14.45,4.04,0.0,64.29,2.81,21.83
20200721,Puno,Puno,-15.8402,-70.0219,6.84,14.68,1.56,0.0,62.44,2.47,22.13
20200722,Puno,Puno,-15.8402,-70.0219,7.24,15.33,0.39,0.0,49.33,2.07,21.91
20200723,Puno,Puno,-15.8402,-70.0219,5.54,13.6,-1.95,0.0,34.79,5.03,19.68
20200724,Puno,Puno,-15.8402,-70.0219,3.49,10.93,-1.47,0.0,30.9,4.45,21.49
20200725,Puno,Puno,-15.8402,-70.0219,4.4,11.02,-0.58,0.0,44.98,2.55,21.8
20200726,Puno,Puno,-15.8402,-70.0219,5.45,13.42,-2.03,0.0,45.53,1.59,22.77
20200727,Puno,Puno,-15.8402,-70.0219,4.55,13.95,-3.16,0.0,28.19,2.38,23.5
20200728,Puno,Puno,-15.8402,-70.0219,4.57,12.79,-1.4,0.0,39.7,2.59,23.22
20200729,Puno,Puno,-15.8402,-70.0219,6.6,14.84,-0.26,0.0,59.28,1.99,22.77
20200730,Puno,Puno,-15.8402,-70.0219,7.55,15.75,-0.82,0.0,35.38,1.79,22.83
20200731,Puno,Puno,-15.8402,-70.0219,7.48,15.43,2.28,0.0,45.65,2.82,22.76
20200801,Puno,Puno,-15.8402,-70.0219,7.27,14.65,2.83,0.0,64.36,2.48,23.02
20200802,Puno,Puno,-15.8402,-70.0219,7.61,15.57,1.87,0.0,63.57,3.18,23.23
20200803,Puno,Puno,-15.8402,-70.0219,7.25,15.27,2.84,0.0,66.03,3.07,23.35
20200804,Puno,Puno,-15.8402,-70.0219,7.84,15.88,1.4,0.0,53.0,2.58,23.22
20200805,Puno,Puno,-15.8402,-70.0219,6.7,14.11,0.24,0.0,42.81,3.04,23.65
20200806,Puno,Puno,-15.8402,-70.0219,6.72,14.17,1.33,0.0,55.37,2.9,23.96
20200807,Puno,Puno,-15.8402,-70.0219,5.86,13.1,0.47,0.0,59.08,2.85,23.62
20200808,Puno,Puno,-15.8402,-70.0219,6.68,14.33,0.34,0.0,49.01,3.09,23.69
20200809,Puno,Puno,-15.8402,-70.0219,7.34,14.64,2.01,0.0,53.13,2.1,23.18
20200810,Puno,Puno,-15.8402,-70.0219,7.43,14.96,-1.05,0.0,37.39,2.5,21.91
20200811,Puno,Puno,-15.8402,-70.0219,5.17,11.93,-0.07,0.01,47.45,3.63,19.4
20200812,Puno,Puno,-15.8402,-70.0219,4.47,14.54,-3.07,0.0,35.7,5.16,21.83
20200813,Puno,Puno,-15.8402,-70.0219,4.16,15.3,-4.03,0.0,34.6,5.49,24.53
20200814,Puno,Puno,-15.8402,-70.0219,3.92,14.98,-3.65,0.0,35.55,4.68,24.08
20200815,Puno,Puno,-15.8402,-70.0219,5.41,15.74,-3.15,0.0,41.77,4.7,22.21
20200816,Puno,Puno,-15.8402,-70.0219,6.68,16.1,-1.56,0.34,54.26,5.03,19.77
20200817,Puno,Puno,-15.8402,-70.0219,6.63,15.67,-1.34,0.04,58.49,5.69,23.17
20200818,Puno,Puno,-15.8402,-70.0219,6.11,15.98,-1.43,0.0,59.94,5.55,22.82
20200819,Puno,Puno,-15.8402,-70.0219,6.45,16.64,-2.47,0.0,54.67,5.1,22.97
20200820,Puno,Puno,-15.8402,-70.0219,7.29,15.26,-0.01,0.02,63.63,3.12,22.67
20200821,Puno,Puno,-15.8402,-70.0219,7.69,17.35,0.29,0.0,48.17,3.46,21.71
20200822,Puno,Puno,-15.8402,-70.0219,7.37,17.07,-1.22,0.0,46.3,2.94,23.15
20200823,Puno,Puno,-15.8402,-70.0219,8.2,16.97,-0.13,0.0,56.2,2.87,24.75
20200824,Puno,Puno,-15.8402,-70.0219,8.26,17.7,0.51,0.02,54.91,4.1,24.63
20200825,Puno,Puno,-15.8402,-70.0219,7.95,17.61,-1.11,0.06,58.32,3.42,23.34
20200826,Puno,Puno,-15.8402,-70.0219,8.54,17.07,0.67,0.0,61.76,4.15,25.18
20200827,Puno,Puno,-15.8402,-70.0219,8.71,17.17,0.52,0.0,62.26,3.56,24.87
20200828,Puno,Puno,-15.8402,-70.0219,10.18,16.53,5.22,0.0,60.21,2.03,23.73
20200829,Puno,Puno,-15.8402,-70.0219,9.52,16.23,4.52,0.0,59.34,3.81,23.37
20200830,Puno,Puno,-15.8402,-70.0219,8.24,15.11,3.62,0.0,65.86,5.68,24.25
20200831,Puno,Puno,-15.8402,-70.0219,7.71,14.92,1.85,0.0,60.39,5.83,20.62
20200901,Puno,Puno,-15.8402,-70.0219,8.51,15.8,1.88,0.0,65.28,4.36,18.9
20200902,Puno,Puno,-15.8402,-70.0219,9.19,15.71,4.28,0.0,60.34,1.94,20.8
20200903,Puno,Puno,-15.8402,-70.0219,9.19,16.13,4.33,0.0,58.3,2.93,23.45
20200904,Puno,Puno,-15.8402,-70.0219,8.57,14.66,2.93,0.0,60.24,3.54,22.18
20200905,Puno,Puno,-15.8402,-70.0219,9.39,16.36,4.69,0.0,63.37,2.99,23.16
20200906,Puno,Puno,-15.8402,-70.0219,8.93,15.6,4.98,0.0,62.39,3.19,22.98
20200907,Puno,Puno,-15.8402,-70.0219,8.42,15.79,3.29,0.28,60.51,2.99,16.32
20200908,Puno,Puno,-15.8402,-70.0219,7.97,13.65,3.41,0.06,65.21,2.69,17.95
20200909,Puno,Puno,-15.8402,-70.0219,9.29,16.59,4.39,0.0,61.32,3.28,22.03
20200910,Puno,Puno,-15.8402,-70.0219,8.77,15.14,3.97,0.0,62.99,4.31,24.88
20200911,Puno,Puno,-15.8402,-70.0219,7.73,13.48,4.07,0.0,68.63,3.12,23.06
20200912,Puno,Puno,-15.8402,-70.0219,7.17,12.86,4.19,0.0,70.49,3.18,20.27
20200913,Puno,Puno,-15.8402,-70.0219,7.43,14.19,2.09,0.3,64.65,2.22,20.65
20200914,Puno,Puno,-15.8402,-70.0219,5.98,12.38,1.88,0.02,73.05,3.37,17.54
20200915,Puno,Puno,-15.8402,-70.0219,7.65,14.65,3.17,0.28,66.43,3.05,15.84
20200916,Puno,Puno,-15.8402,-70.0219,8.33,16.23,1.83,0.08,50.14,2.68,25.51
20200917,Puno,Puno,-15.8402,-70.0219,7.6,15.47,1.55,0.66,62.42,3.02,21.7
20200918,Puno,Puno,-15.8402,-70.0219,5.29,10.44,1.61,1.26,75.36,2.76,17.54
20200919,Puno,Puno,-15.8402,-70.0219,7.64,14.87,1.04,0.0,60.4,3.04,24.7
20200920,Puno,Puno,-15.8402,-70.0219,8.95,16.61,3.73,0.0,58.98,2.25,24.57
20200921,Puno,Puno,-15.8402,-70.0219,7.89,18.71,-0.21,0.03,38.87,4.67,28.85
20200922,Puno,Puno,-15.8402,-70.0219,6.52,16.06,-2.79,0.02,38.31,3.18,29.63
